# ENTITIES
entity_name,source_id,graph_data
Witcher Series,Geralt,chunk-e0a691bc00e425a1f6d26e08e7d53707,"{'weight': 10.0, 'description': 'Geralt is the main character within the Witcher Series, which details his adventures and experiences in a richly imagined world.', 'keywords': 'character significance, narrative focus', 'source_id': 'chunk-e0a691bc00e425a1f6d26e08e7d53707'}"
Witcher Series,The Last Wish,chunk-e0a691bc00e425a1f6d26e08e7d53707,"{'weight': 9.0, 'description': 'The Last Wish is one of the prominent stories within the Witcher Series, detailing key events and character development for Geralt.', 'keywords': 'story inclusion, series narrative', 'source_id': 'chunk-e0a691bc00e425a1f6d26e08e7d53707'}"
Witcher's Code of Practice,Witcher,chunk-1f556d125dae04bd5c515bc98ddd4ba5,"{'weight': 7.0, 'description': 'The Witcher adheres to a code of practice that guides his actions and decisions throughout his mission.', 'keywords': 'moral guideline, professional conduct', 'source_id': 'chunk-1f556d125dae04bd5c515bc98ddd4ba5'}"
Witcher's Emblem,Geralt,chunk-8bff92d97cf8b219346aa47893d6cd9b,"{'weight': 14.0, 'description': ""Geralt carries the witcher's emblem which identifies him as a witcher and influences how he is perceived by Velerad.<SEP>Geralt's identity as a witcher is represented by the emblem he carries, influencing how others perceive him."", 'keywords': 'identity, status', 'source_id': 'chunk-8bff92d97cf8b219346aa47893d6cd9b'}"
Witcher's Medallion,Geralt,chunk-eb03aab526105e7b1ba24cd5572ce3b2,"{'weight': 9.0, 'description': ""Geralt wears the Witcher's Medallion as a symbol of his training and his identity as a witcher from the Wolf's School."", 'keywords': 'identity, symbolism', 'source_id': 'chunk-eb03aab526105e7b1ba24cd5572ce3b2'}"
Witcher's Ordinary Tales,Nenneke,chunk-03a8bb0ac68ab284da325b0724e44ed7,"{'weight': 6.0, 'description': ""Nenneke offers to recount witcher's ordinary tales, which might provide insight or entertainment during their conversation."", 'keywords': 'storytelling, shared experiences', 'source_id': 'chunk-03a8bb0ac68ab284da325b0724e44ed7'}"
Witchers,Basalisks,chunk-ef3186c9201829493a2a1c3c90976c40,"{'weight': 10.0, 'description': 'Witchers are trained to hunt basilisks as part of their services in dealing with dangerous creatures.', 'keywords': 'monster hunting, profession', 'source_id': 'chunk-ef3186c9201829493a2a1c3c90976c40'}"
Witchers,Basilisks,chunk-ef3186c9201829493a2a1c3c90976c40,"{'weight': 9.0, 'description': 'Basilisks are a specific target for witchers, signifying their specialization in monster hunting.', 'keywords': 'target creatures, specialization', 'source_id': 'chunk-ef3186c9201829493a2a1c3c90976c40'}"
Witchers,Chimerae,chunk-b80535e4b2ceef8b1c13931aa0648a50,"{'weight': 8.0, 'description': 'Witchers engaged with Chimerae as a part of their role in maintaining safety from various mythical entities.', 'keywords': 'mythical combat, safety', 'source_id': 'chunk-b80535e4b2ceef8b1c13931aa0648a50'}"
Witchers,Dragons,chunk-ef3186c9201829493a2a1c3c90976c40<SEP>chunk-b80535e4b2ceef8b1c13931aa0648a50,"{'weight': 28.0, 'description': 'Dragons are among the creatures that witchers are tasked with hunting, reflecting their dangerous profession.<SEP>The narrative emphasizes the historical rule of dragons, showcasing the original threats that witchers were tasked to handle.<SEP>Witchers historically dealt with Dragons, which were once the dominant beings in the land before the rise of humanity.', 'keywords': 'historical conflict, mythology<SEP>historical relationship, monster hunting<SEP>monster hunting, danger', 'source_id': 'chunk-ef3186c9201829493a2a1c3c90976c40<SEP>chunk-b80535e4b2ceef8b1c13931aa0648a50'}"
Witchers,Fairies,chunk-ef3186c9201829493a2a1c3c90976c40,"{'weight': 8.0, 'description': 'Fairies are described as abductors of children, marking them as targets for witcher efforts for community safety.', 'keywords': 'mythical threats, protection', 'source_id': 'chunk-ef3186c9201829493a2a1c3c90976c40'}"
Witchers,Geralt,chunk-9b43b0fa568af8179a93b7f6544e402f<SEP>chunk-c66100833eb4bb77965afe8022e9ecd4<SEP>chunk-b80535e4b2ceef8b1c13931aa0648a50,"{'weight': 25.0, 'description': 'Geralt identifies as a witcher and discusses common practices and knowledge related to spells with Foltest.<SEP>Geralt is a member of the witchers, often expressing his internal conflict regarding their societal role in dealing with mutants.<SEP>Geralt identifies as a witcher and is engaged in the conversation about the decline of the profession and its societal implications.', 'keywords': 'identity, profession<SEP>profession, identity<SEP>professional identity, magic knowledge', 'source_id': 'chunk-9b43b0fa568af8179a93b7f6544e402f<SEP>chunk-c66100833eb4bb77965afe8022e9ecd4<SEP>chunk-b80535e4b2ceef8b1c13931aa0648a50'}"
Witchers,Kikimoras,chunk-b80535e4b2ceef8b1c13931aa0648a50,"{'weight': 7.0, 'description': 'Kikimoras represent types of threats that Witchers were tasked to manage in their narrative history.', 'keywords': 'mythical threats, combat', 'source_id': 'chunk-b80535e4b2ceef8b1c13931aa0648a50'}"
Witchers,King's Proclamation,chunk-ef3186c9201829493a2a1c3c90976c40,"{'weight': 10.0, 'description': 'The demand for witchers is heightened due to the King’s Proclamation, which offers rewards for hunting monsters.', 'keywords': 'increased demand, professional relevance', 'source_id': 'chunk-ef3186c9201829493a2a1c3c90976c40'}"
Witchers,Kobolds,chunk-ef3186c9201829493a2a1c3c90976c40,"{'weight': 8.0, 'description': 'Kobolds are mentioned as new threats that witchers must confront, demonstrating the evolving threat landscape.', 'keywords': 'emerging threats, profession', 'source_id': 'chunk-ef3186c9201829493a2a1c3c90976c40'}"
Witchers,Manticores,chunk-b80535e4b2ceef8b1c13931aa0648a50,"{'weight': 8.0, 'description': 'Witchers were known for hunting Manticores, indicating their role in combatting various mythical threats.', 'keywords': 'monster hunting, historical threat', 'source_id': 'chunk-b80535e4b2ceef8b1c13931aa0648a50'}"
Witchers,Poet,chunk-b80535e4b2ceef8b1c13931aa0648a50,"{'weight': 8.0, 'description': 'The Poet discusses the existential plight of Witchers in the context of changing societal needs and the decline of their profession.', 'keywords': 'societal change, profession decline', 'source_id': 'chunk-b80535e4b2ceef8b1c13931aa0648a50'}"
Witchers,Roderick de Novembre,chunk-b80535e4b2ceef8b1c13931aa0648a50,"{'weight': 7.0, 'description': 'Roderick de Novembre is tied to the historical narrative of witchers, discussing their origins and evolution over the centuries.', 'keywords': 'historical context, literature', 'source_id': 'chunk-b80535e4b2ceef8b1c13931aa0648a50'}"
Witchers,Rusalkas,chunk-ef3186c9201829493a2a1c3c90976c40,"{'weight': 9.0, 'description': 'Rusalkas represent threats to villages that witchers are called to handle, indicating their role in safeguarding communities.', 'keywords': 'community threats, monster hunters', 'source_id': 'chunk-ef3186c9201829493a2a1c3c90976c40'}"
Witchers,Spriggans,chunk-ef3186c9201829493a2a1c3c90976c40,"{'weight': 9.0, 'description': 'Spriggans are another dangerous creature that witchers must be prepared to deal with in their line of work.', 'keywords': 'monster hunting, professional challenges', 'source_id': 'chunk-ef3186c9201829493a2a1c3c90976c40'}"
Witchers,Unicorn Virgins,chunk-b80535e4b2ceef8b1c13931aa0648a50,"{'weight': 6.0, 'description': ""The Unicorn Virgins' analogy reflects the fate of Witchers who may also find their roles diminished as society changes."", 'keywords': 'analogy, societal roles', 'source_id': 'chunk-b80535e4b2ceef8b1c13931aa0648a50'}"
Witchers,Unicorns,chunk-b80535e4b2ceef8b1c13931aa0648a50,"{'weight': 6.0, 'description': 'The analogy of unicorns pertains to the changing profession and the comparison to witchers who find themselves unnecessary in a safer world.', 'keywords': 'analogy, societal change', 'source_id': 'chunk-b80535e4b2ceef8b1c13931aa0648a50'}"
Witchers,Vodniks,chunk-ef3186c9201829493a2a1c3c90976c40,"{'weight': 9.0, 'description': ""Witchers' professional role includes confronting vodniks, highlighting the variety of challenges they face."", 'keywords': 'creature challenges, profession', 'source_id': 'chunk-ef3186c9201829493a2a1c3c90976c40'}"
Witchman,Book of Monsters,chunk-252b563470262e488f0d2a511974927e,"{'weight': 16.0, 'description': 'The witchman is described as a character within the Book of Monsters, listed among dangerous beings that can be summoned."")<SEP>The witchman is discussed in the context of the Book of Monsters, signifying his role within folklore narratives."")', 'keywords': 'magical beings, cautionary tale<SEP>magical beings, cautionary tales', 'source_id': 'chunk-252b563470262e488f0d2a511974927e'}"
Witchman,Geralt,chunk-8c27e4af371749ef084bb77970168e1a,"{'weight': 14.0, 'description': ""Geralt listens attentively to the Witchman and Grandma's discussion, showing a shared curiosity and interest in the lore about the Devil.<SEP>Geralt listens attentively to the conversations happening, showing a shared curiosity and interest in the folklore being discussed."", 'keywords': 'inquiry, shared interest', 'source_id': 'chunk-8c27e4af371749ef084bb77970168e1a'}"
Witchman,Grandma,chunk-8c27e4af371749ef084bb77970168e1a,"{'weight': 16.0, 'description': 'The Witchman is engaging with Grandma to gain knowledge about dealing with the Devil, highlighting a mentor-student relationship.', 'keywords': 'knowledge transfer, folklore inquiry', 'source_id': 'chunk-8c27e4af371749ef084bb77970168e1a'}"
Witchman,The Devil,chunk-8c27e4af371749ef084bb77970168e1a,"{'weight': 5.0, 'description': ""The Witchman's greed and covetous nature are discussed in the context of the Devil's influence and lure, suggesting a connection to his character."", 'keywords': 'ambition, temptation', 'source_id': 'chunk-8c27e4af371749ef084bb77970168e1a'}"
Wizard,Autopsy,chunk-c66100833eb4bb77965afe8022e9ecd4,"{'weight': 7.0, 'description': 'The Wizard refers to the autopsies conducted on the mutants to understand their biology, displaying knowledge of the examination process.', 'keywords': 'research, examination', 'source_id': 'chunk-c66100833eb4bb77965afe8022e9ecd4'}"
Wizard,Stregobor,chunk-c66100833eb4bb77965afe8022e9ecd4,"{'weight': 7.0, 'description': 'Stregobor and the Wizard share a common worldview regarding the treatment of mutants, perpetuating their justification for harsh measures.', 'keywords': 'shared ideology, moral perspective', 'source_id': 'chunk-c66100833eb4bb77965afe8022e9ecd4'}"
Wizard's Mark,Charmed Jar,chunk-a7f563ba76dd98ac816742360df64358,"{'weight': 9.0, 'description': ""The wizard's mark on the seal of the Charmed Jar indicates its magical significance as described by Dandilion."", 'keywords': 'magic, lore', 'source_id': 'chunk-a7f563ba76dd98ac816742360df64358'}"
Wizards,Geralt,chunk-70959d34757ece127e259b4acb84cc19,"{'weight': 7.0, 'description': ""The actions of the wizards complicate Geralt's situation as they rebel and create unrest that impacts him."", 'keywords': 'external conflict, instability', 'source_id': 'chunk-70959d34757ece127e259b4acb84cc19'}"
Wolf Medallion,Renfri,chunk-1403fa5d5c95936735498d32dae07de5,"{'weight': 5.0, 'description': ""Renfri acknowledges Geralt's Wolf Medallion, signifying the witcher's identity and the burden he carries in their confrontation."", 'keywords': 'identity, recognition', 'source_id': 'chunk-1403fa5d5c95936735498d32dae07de5'}"
Wolf's Fangs,Mutant Girls,chunk-c66100833eb4bb77965afe8022e9ecd4,"{'weight': 7.0, 'description': ""The mention of individuals with wolf's fangs highlights the theme of physical transformation associated with magic as experienced by the mutant girls."", 'keywords': 'mutation, physical traits', 'source_id': 'chunk-c66100833eb4bb77965afe8022e9ecd4'}"
Wolf's Head Medallion,Geralt,chunk-8aa2326afa53bc75a1c6e25762a7abc0,"{'weight': 7.0, 'description': ""Geralt's wolf's head medallion signifies his identity as a witcher, connecting to his character and profession in the narrative."", 'keywords': 'identity, character symbolism', 'source_id': 'chunk-8aa2326afa53bc75a1c6e25762a7abc0'}"
Wolves,Corpse,chunk-0492b6805dcd38756740359a367ae832,"{'weight': 6.0, 'description': ""The presence of wolves near the corpse suggests they might be scavenging, depicting nature's cycle of life and death."", 'keywords': 'nature, scavenging', 'source_id': 'chunk-0492b6805dcd38756740359a367ae832'}"
Wolves,Geralt,chunk-0492b6805dcd38756740359a367ae832,"{'weight': 6.0, 'description': 'Geralt encounters wolves who calmly watch him, indicating a cautious and respectful coexistence with nature.', 'keywords': 'wildlife interaction, observation', 'source_id': 'chunk-0492b6805dcd38756740359a367ae832'}"
Wolves,Ravine,chunk-0492b6805dcd38756740359a367ae832,"{'weight': 7.0, 'description': 'The wolves are situated in the vicinity of the ravine, emphasizing the natural habitat where they reside.', 'keywords': 'habitat, natural environment', 'source_id': 'chunk-0492b6805dcd38756740359a367ae832'}"
Woodcutters,Geralt,chunk-bdcf9478a84cf2b82530586584c9bdec,"{'weight': 8.0, 'description': 'Woodcutters inform Geralt about the natural threats in the woods, highlighting the dangers associated with his profession.', 'keywords': 'local knowledge, ecological threats', 'source_id': 'chunk-bdcf9478a84cf2b82530586584c9bdec'}"
Wooden Scaffolding,Bruxa,chunk-3807cedce2af9fd84b9fd3a93524d176,"{'weight': 6.0, 'description': ""The bruxa's actions lead to Nivellen being trapped under the wooden scaffolding due to the battle dynamics."", 'keywords': 'structural involvement, consequences of battle', 'source_id': 'chunk-3807cedce2af9fd84b9fd3a93524d176'}"
Wooden Tub,Brick Floor,chunk-fdf111535f66a790343f97be639cf063,"{'weight': 7.0, 'description': 'The brick floor complements the wooden tub in creating a vivid image of the bathing scene, enhancing the sensory experience.', 'keywords': 'setting, sensory details', 'source_id': 'chunk-fdf111535f66a790343f97be639cf063'}"
Wooden Tub,Geralt,chunk-fdf111535f66a790343f97be639cf063,"{'weight': 6.0, 'description': ""The wooden tub serves as the setting for Geralt's grooming, adding a layer of rustic charm to the scene."", 'keywords': 'setting, atmosphere', 'source_id': 'chunk-fdf111535f66a790343f97be639cf063'}"
Wyvern,Witcher,chunk-afbaa5f925e32dfcfbb452d0f7772e4a,"{'weight': 17.0, 'description': 'A wyvern confrontation highlights the risks and abilities needed by Witchers to succeed in their quests.<SEP>Witchers confront wyverns, which are considered formidable foes in their quests against monsters.', 'keywords': 'creature threat, character skills<SEP>monster hunting, mythical creatures', 'source_id': 'chunk-afbaa5f925e32dfcfbb452d0f7772e4a'}"
Wyzim,Foltest,chunk-26a81816afa83c187c80280c6daac7f4,"{'weight': 16.0, 'description': ""Foltest's rulership is directly impacted by the striga's actions and the ensuing unrest in Wyzim."", 'keywords': 'political impact, leadership', 'source_id': 'chunk-26a81816afa83c187c80280c6daac7f4'}"
Wyzim,Geralt,chunk-b7bf8ea77df97e6cbc12bcbdf43fbead<SEP>chunk-c839e3d5de5cfd26e107c68057d70138<SEP>chunk-70d414531ad66b54007a167c22d7f4e0,"{'weight': 26.0, 'description': ""Geralt's injuries are linked to an incident that occurred in Wyzim, highlighting the dangers of his journey.<SEP>Geralt's journey and past experiences, including his wounds, link him to the location of Wyzim.<SEP>The events involving Geralt take place in Wyzim, a location significant to the unfolding narrative."", 'keywords': 'location significance, character actions<SEP>location tie, narrative backdrop<SEP>location, personal history', 'source_id': 'chunk-b7bf8ea77df97e6cbc12bcbdf43fbead<SEP>chunk-c839e3d5de5cfd26e107c68057d70138<SEP>chunk-70d414531ad66b54007a167c22d7f4e0'}"
